00AR               20211111                                                                                   
0601ARC9N       20220101000820100000005000 0900000030000494   
0601ARC9N       20220101000825100000005000 0900000030000501   
0601ARC9N       20220101000830100000005000 0900000030000506   
0601ARC9N       20220101000835100000005000 0900000030000511   
0601ARC9N       20220101000840100000005000 0900000030000516   
0601ARC9N       20220101000845100000005000 0900000030000522   
0601ARC9N       20220101000850100000005000 0900000030000527   
0601ARC9N       20220101000855100000005000 0900000030000532   
0601ARC9N       20220101000860100000005000 0900000030000537   
0601ARC9N       20220101000865100000005000 0900000030000543   
0601ARC9N       20220101000870100000005000 0900000030000548   
0601ARC9N       20220101000875100000005000 0900000030000553   
0601ARC9N       20220101000880100000005000 0900000030000558   
0601ARC9N       20220101000885100000005000 0900000030000563   
0601ARC9N       20220101000890100000005000 0900000030000568   
0601ARC9N       20220101000895100000005000 0900000030000573   
0601ARC9N       20220101000900100000005000 0900000030000578   
0601ARC9N       20220101000905100000005000 0900000030000582   
0601ARC9N       20220101000910100000005000 0900000030000587   
0601ARC9N       20220101000915100000005000 0900000030000592   
0601ARC9N       20220101000920100000005000 0900000030000597   
0601ARC9N       20220101000925100000005000 0900000030000601   
0601ARC9N       20220101000930100000005000 0900000030000606   
0601ARC9N       20220101000935100000005000 0900000030000611   
0601ARC9N       20220101000940100000005000 0900000030000615   
0601ARC9N       20220101000945100000005000 0900000030000620   
0601ARC9N       20220101000950100000005000 0900000030000624   
0601ARC9N       20220101000955100000005000 0900000030000628   
0601ARC9N       20220101000960100000005000 0900000030000633   
0601ARC9N       20220101000965100000005000 0900000030000638   
0601ARC9N       20220101000970100000005000 0900000030000642   
0601ARC9N       20220101000975100000005000 0900000030000646   
0601ARC9N       20220101000980100000005000 0900000030000650   
0601ARC9N       20220101000985100000005000 0900000030000654   
0601ARC9N       20220101000990100000005000 0900000030000659   
0601ARC9N       20220101000995100000005000 0900000030000663   
0601ARC9N       20220101001000100000005000 0900000030000667   
0601ARC9N       20220101001005100000005000 0900000030000671   
0601ARC9N       20220101001010100000005000 0900000030000676   
0601ARC9N       20220101001015100000005000 0900000030000681   
0601ARC9N       20220101001020100000005000 0900000030000685   
0601ARC9N       20220101001025100000005000 0900000030000689   
0601ARC9N       20220101001030100000005000 0900000030000694   
0601ARC9N       20220101001035100000005000 0900000030000698   
0601ARC9N       20220101001040100000005000 0900000030000703   
0601ARC9N       20220101001045100000005000 0900000030000707   
0601ARC9N       20220101001050100000005000 0900000030000711   
0601ARC9N       20220101001055100000005000 0900000030000715   
0601ARC9N       20220101001060100000005000 0900000030000720   
0601ARC9N       20220101001065100000005000 0900000030000724   
0601ARC9N       20220101001070100000005000 0900000030000728   
0601ARC9N       20220101001075100000005000 0900000030000732   
0601ARC9N       20220101001080100000005000 0900000030000736   
0601ARC9N       20220101001085100000005000 0900000030000741   
0601ARC9N       20220101001090100000005000 0900000030000744   
0601ARC9N       20220101001095100000005000 0900000030000748   
0601ARC9N       20220101001100100000005000 0900000030000752   
0601ARC9N       20220101001105100000005000 0900000030000756   
0601ARC9N       20220101001110100000005000 0900000030000760   
0601ARC9N       20220101001115100000005000 0900000030000764   
0601ARC9N       20220101001120100000005000 0900000030000768   
0601ARC9N       20220101001125100000005000 0900000030000771   
0601ARC9N       20220101001130100000005000 0900000030000775   
0601ARC9N       20220101001135100000005000 0900000030000779   
0601ARC9N       20220101001140100000005000 0900000030000783   
0601ARC9N       20220101001145100000005000 0900000030000786   
0601ARC9N       20220101001150100000005000 0900000030000790   
0601ARC9N       20220101001155100000005000 0900000030000793   
0601ARC9N       20220101001160100000005000 0900000030000798   
0601ARC9N       20220101001165100000005000 0900000030000801   
0601ARC9N       20220101001170100000005000 0900000030000804   
0601ARC9N       20220101001175100000005000 0900000030000808   
0601ARC9N       20220101001180100000005000 0900000030000812   
0601ARC9N       20220101001185100000005000 0900000030000815   
0601ARC9N       20220101001190100000005000 0900000030000819   
0601ARC9N       20220101001195100000005000 0900000030000823   
0601ARC9N       20220101001200100000005000 0900000030000828   
0601ARC9N       20220101001205100000005000 0900000030000833   
0601ARC9N       20220101001210100000005000 0900000030000838   
0601ARC9N       20220101001215100000005000 0900000030000842   
0601ARC9N       20220101001220100000005000 0900000030000847   
0601ARC9N       20220101001225100000005000 0900000030000851   
0601ARC9N       20220101001230100000005000 0900000030000856   
0601ARC9N       20220101001235100000005000 0900000030000860   
0601ARC9N       20220101001240100000005000 0900000030000865   
0601ARC9N       20220101001245100000005000 0900000030000870   
0601ARC9N       20220101001250100000005000 0900000030000875   
0601ARC9N       20220101001255100000005000 0900000030000879   
0601ARC9N       20220101001260100000005000 0900000030000885   
0601ARC9N       20220101001265100000005000 0900000030000889   
0601ARC9N       20220101001270100000005000 0900000030000893   
0601ARC9N       20220101001275100000005000 0900000030000898   
0601ARC9N       20220101001280100000005000 0900000030000903   
0601ARC9N       20220101001285100000005000 0900000030000907   
0601ARC9N       20220101001290100000005000 0900000030000912   
0601ARC9N       20220101001295100000005000 0900000030000917   
0601ARC9N       20220101001300100000005000 0900000030000921   
0601ARC9N       20220101001305100000005000 0900000030000925   
0601ARC9N       20220101001310100000005000 0900000030000930   
0601ARC9N       20220101001315100000005000 0900000030000934   
0601ARC9N       20220101001320100000005000 0900000030000939   
0601ARC9N       20220101001325100000005000 0900000030000944   
0601ARC9N       20220101001330100000005000 0900000030000948   
0601ARC9N       20220101001335100000005000 0900000030000952   
0601ARC9N       20220101001340100000005000 0900000030000956   
0601ARC9N       20220101001345100000005000 0900000030000960   
0601ARC9N       20220101001350100000005000 0900000030000965   
0601ARC9N       20220101001355100000005000 0900000030000969   
0601ARC9N       20220101001360100000005000 0900000030000973   
0601ARC9N       20220101001365100000005000 0900000030000978   
0601ARC9N       20220101001370100000005000 0900000030000982   
0601ARC9N       20220101001375100000005000 0900000030000987   
0601ARC9N       20220101001380100000005000 0900000030000991   
0601ARC9N       20220101001385100000005000 0900000030000995   
0601ARC9N       20220101001390100000005000 0900000030001000   
0601ARC9N       20220101001395100000005000 0900000030001003   
0601ARC9N       20220101001400100000005000 0900000030001008   
0601ARC9N       20220101001405100000005000 0900000030001012   
0601ARC9N       20220101001410100000005000 0900000030001016   
0601ARC9N       20220101001415100000005000 0900000030001021   
0601ARC9N       20220101001420100000005000 0900000030001025   
0601ARC9N       20220101001425100000005000 0900000030001029   
0601ARC9N       20220101001430100000005000 0900000030001033   
0601ARC9N       20220101001435100000005000 0900000030001037   
0601ARC9N       20220101001440100000005000 0900000030001041   
0601ARC9N       20220101001445100000005000 0900000030001045   
0601ARC9N       20220101001450100000005000 0900000030001049   
0601ARC9N       20220101001455100000005000 0900000030001053   
0601ARC9N       20220101001460100000005000 0900000030001057   
0601ARC9N       20220101001465100000005000 0900000030001061   
0601ARC9N       20220101001470100000005000 0900000030001065   
0601ARC9N       20220101001475100000005000 0900000030001069   
0601ARC9N       20220101001480100000005000 0900000030001073   
0601ARC9N       20220101001485100000005000 0900000030001077   
0601ARC9N       20220101001490100000005000 0900000030001081   
0601ARC9N       20220101001495100000005000 0900000030001086   
0601ARC9N       20220101001500100000005000 0900000030001089   
0601ARC9N       20220101001505100000005000 0900000030001093   
0601ARC9N       20220101001510100000005000 0900000030001098   
0601ARC9N       20220101001515100000005000 0900000030001101   
0601ARC9N       20220101001520100000005000 0900000030001105   
0601ARC9N       20220101001525100000005000 0900000030001109   
0601ARC9N       20220101001530100000005000 0900000030001113   
0601ARC9N       20220101001535100000005000 0900000030001117   
0601ARC9N       20220101001540100000005000 0900000030001121   
0601ARC9N       20220101001545100000005000 0900000030001125   
0601ARC9N       20220101001550100000005000 0900000030001128   
0601ARC9N       20220101001555100000005000 0900000030001133   
0601ARC9N       20220101001560100000005000 0900000030001136   
0601ARC9N       20220101001565100000005000 0900000030001140   
0601ARC9N       20220101001570100000005000 0900000030001145   
0601ARC9N       20220101001575100000005000 0900000030001148   
0601ARC9N       20220101001580100000005000 0900000030001152   
0601ARC9N       20220101001585100000005000 0900000030001156   
0601ARC9N       20220101001590100000005000 0900000030001160   
0601ARC9N       20220101001595100000005000 0900000030001163   
0601ARC9N       20220101001600100000005000 0900000030001168   
0601ARC9N       20220101001605100000005000 0900000030001171   
0601ARC9N       20220101001610100000005000 0900000030001175   
0601ARC9N       20220101001615100000005000 0900000030001178   
0601ARC9N       20220101001620100000005000 0900000030001183   
0601ARC9N       20220101001625100000005000 0900000030001186   
0601ARC9N       20220101001630100000005000 0900000030001190   
0601ARC9N       20220101001635100000005000 0900000030001194   
0601ARC9N       20220101001640100000005000 0900000030001198   
0601ARC9N       20220101001645100000005000 0900000030001202   
0601ARC9N       20220101001650100000005000 0900000030001206   
