00OW               20211111                                                                                   
0601OWC0N       20220101001285100000005000 0000000030001397   
0601OWC0N       20220101001290100000005000 0000000030001399   
0601OWC0N       20220101001295100000005000 0000000030001403   
0601OWC0N       20220101001300100000005000 0000000030001406   
0601OWC0N       20220101001305100000005000 0000000030001409   
0601OWC0N       20220101001310100000005000 0000000030001412   
0601OWC0N       20220101001315100000005000 0000000030001415   
0601OWC0N       20220101001320100000005000 0000000030001418   
0601OWC0N       20220101001325100000005000 0000000030001421   
0601OWC0N       20220101001330100000005000 0000000030001424   
0601OWC0N       20220101001335100000005000 0000000030001427   
0601OWC0N       20220101001340100000005000 0000000030001430   
0601OWC0N       20220101001345100000005000 0000000030001433   
0601OWC0N       20220101001350100000005000 0000000030001436   
0601OWC0N       20220101001355100000005000 0000000030001439   
0601OWC0N       20220101001360100000005000 0000000030001442   
0601OWC0N       20220101001365100000005000 0000000030001444   
0601OWC0N       20220101001370100000005000 0000000030001447   
0601OWC0N       20220101001375100000005000 0000000030001450   
0601OWC0N       20220101001380100000005000 0000000030001453   
0601OWC0N       20220101001385100000005000 0000000030001456   
0601OWC0N       20220101001390100000005000 0000000030001459   
0601OWC0N       20220101001395100000005000 0000000030001462   
0601OWC0N       20220101001400100000005000 0000000030001465   
0601OWC0N       20220101001405100000005000 0000000030001467   
0601OWC0N       20220101001410100000005000 0000000030001470   
0601OWC0N       20220101001415100000005000 0000000030001472   
0601OWC0N       20220101001420100000005000 0000000030001476   
0601OWC0N       20220101001425100000005000 0000000030001478   
0601OWC0N       20220101001430100000005000 0000000030001481   
0601OWC0N       20220101001435100000005000 0000000030001484   
0601OWC0N       20220101001440100000005000 0000000030001486   
0601OWC0N       20220101001445100000005000 0000000030001489   
0601OWC0N       20220101001450100000005000 0000000030001491   
0601OWC0N       20220101001455100000005000 0000000030001494   
0601OWC0N       20220101001460100000005000 0000000030001496   
0601OWC0N       20220101001465100000005000 0000000030001499   
0601OWC0N       20220101001470100000005000 0000000030001502   
0601OWC0N       20220101001475100000005000 0000000030001504   
0601OWC0N       20220101001480100000005000 0000000030001506   
0601OWC0N       20220101001485100000005000 0000000030001509   
0601OWC0N       20220101001490100000005000 0000000030001512   
0601OWC0N       20220101001495100000005000 0000000030001514   
0601OWC0N       20220101001500100000500000 0000000030001625   
0601OWC0N       20220101002000100000500000 0000000030001779   
0601OWC0N       20220101002500100000500000 0000000030001883   
0601OWC0N       20220101003000100000500000 0000000030001958   
0601OWC0N       20220101003500100000500000 0000000030002014   
0601OWC0N       20220101004000100000500000 0000000030002059   
0601OWC0N       20220101004500100000500000 0000000030002094   
0601OWC0N       20220101005000100000500000 0000000030002123   
0601OWC0N       20220101005500100000500000 0000000030002147   
0601OWC0N       20220101006000100000500000 0000000030002167   
0601OWC0N       20220101006500100000500000 0000000030002185   
0601OWC0N       20220101007000100000500000 0000000030002200   
0601OWC0N       20220101007500100000500000 0000000030002214   
0601OWC0N       20220101008000100000500000 0000000030002224   
0601OWC0N       20220101008500100000500000 0000000030002228   
0601OWC0N       20220101009000100000500000 0000000030002230   
0601OWC0N       20220101009500100000500000 0000000030002233   
0601OWC0N       20220101010000100000500000 0000000030002236   
0601OWC0N       20220101010500100000500000 0000000030002238   
0601OWC0N       20220101011000100000500000 0000000030002240   
0601OWC0N       20220101011500100000500000 0000000030002241   
0601OWC0N       20220101012000100000500000 0000000030002243   
0601OWC0N       20220101012500100000500000 0000000030002244   
0601OWC0N       20220101013000100000500000 0000000030002246   
0601OWC0N       20220101013500100000500000 0000000030002247   
0601OWC0N       20220101014000100000500000 0000000030002248   
0601OWC0N       20220101014500100000500000 0000000030002249   
0601OWC0N       20220101015000100000500000 0000000030002251   
0601OWC0N       20220101015500100000500000 0000000030002252   
0601OWC0N       20220101016000100000500000 0000000030002252   
0601OWC0N       20220101016500100000500000 0000000030002253   
0601OWC0N       20220101017000100000500000 0000000030002254   
0601OWC0N       20220101017500100000500000 0000000030002255   
0601OWC0N       20220101018000100000500000 0000000030002256   
0601OWC0N       20220101018500100000500000 0000000030002256   
0601OWC0N       20220101019000100000500000 0000000030002257   
0601OWC0N       20220101019500100000500000 0000000030002258   
0601OWC1N       20220101000000100000040000 0100000030000000   
0601OWC1N       20220101000040100000005000 0100000030000071   
0601OWC1N       20220101000045100000005000 0100000030000063   
0601OWC1N       20220101000050100000005000 0100000030000057   
0601OWC1N       20220101000055100000005000 0100000030000052   
0601OWC1N       20220101000060100000005000 0100000030000048   
0601OWC1N       20220101000065100000005000 0100000030000044   
0601OWC1N       20220101000070100000005000 0100000030000041   
0601OWC1N       20220101000075100000005000 0100000030000039   
0601OWC1N       20220101000080100000005000 0100000030000036   
0601OWC1N       20220101000085100000005000 0100000030000034   
0601OWC1N       20220101000090100000005000 0100000030000032   
0601OWC1N       20220101000095100000005000 0100000030000031   
0601OWC1N       20220101000100100000005000 0100000030000029   
0601OWC1N       20220101000105100000005000 0100000030000028   
0601OWC1N       20220101000110100000005000 0100000030000027   
0601OWC1N       20220101000115100000005000 0100000030000026   
0601OWC1N       20220101000120100000005000 0100000030000024   
0601OWC1N       20220101000125100000005000 0100000030000024   
0601OWC1N       20220101000130100000005000 0100000030000023   
0601OWC1N       20220101000135100000005000 0100000030000022   
0601OWC1N       20220101000140100000005000 0100000030000021   
0601OWC1N       20220101000145100000005000 0100000030000020   
0601OWC1N       20220101000150100000005000 0100000030000020   
0601OWC1N       20220101000155100000005000 0100000030000019   
0601OWC1N       20220101000160100000005000 0100000030000018   
0601OWC1N       20220101000165100000005000 0100000030000018   
0601OWC1N       20220101000170100000005000 0100000030000017   
0601OWC1N       20220101000175100000005000 0100000030000017   
0601OWC1N       20220101000180100000005000 0100000030000016   
0601OWC1N       20220101000185100000005000 0100000030000016   
0601OWC1N       20220101000190100000005000 0100000030000016   
0601OWC1N       20220101000195100000005000 0100000030000015   
0601OWC1N       20220101000200100000005000 0100000030000015   
0601OWC1N       20220101000205100000005000 0100000030000014   
0601OWC1N       20220101000210100000005000 0100000030000014   
0601OWC1N       20220101000215100000005000 0100000030000014   
0601OWC1N       20220101000220100000005000 0100000030000013   
0601OWC1N       20220101000225100000005000 0100000030000013   
0601OWC1N       20220101000230100000005000 0100000030000017   
0601OWC1N       20220101000235100000005000 0100000030000038   
0601OWC1N       20220101000240100000005000 0100000030000058   
0601OWC1N       20220101000245100000005000 0100000030000077   
0601OWC1N       20220101000250100000005000 0100000030000095   
0601OWC1N       20220101000255100000005000 0100000030000113   
0601OWC1N       20220101000260100000005000 0100000030000130   
0601OWC1N       20220101000265100000005000 0100000030000146   
0601OWC1N       20220101000270100000005000 0100000030000161   
0601OWC1N       20220101000275100000005000 0100000030000177   
0601OWC1N       20220101000280100000005000 0100000030000191   
0601OWC1N       20220101000285100000005000 0100000030000205   
0601OWC1N       20220101000290100000005000 0100000030000219   
0601OWC1N       20220101000295100000005000 0100000030000232   
0601OWC1N       20220101000300100000005000 0100000030000245   
0601OWC1N       20220101000305100000005000 0100000030000257   
0601OWC1N       20220101000310100000005000 0100000030000269   
0601OWC1N       20220101000315100000005000 0100000030000280   
0601OWC1N       20220101000320100000005000 0100000030000291   
0601OWC1N       20220101000325100000005000 0100000030000305   
0601OWC1N       20220101000330100000005000 0100000030000313   
0601OWC1N       20220101000335100000005000 0100000030000323   
0601OWC1N       20220101000340100000005000 0100000030000336   
0601OWC1N       20220101000345100000005000 0100000030000348   
0601OWC1N       20220101000350100000005000 0100000030000360   
0601OWC1N       20220101000355100000005000 0100000030000375   
0601OWC1N       20220101000360100000005000 0100000030000386   
0601OWC1N       20220101000365100000005000 0100000030000397   
0601OWC1N       20220101000370100000005000 0100000030000408   
0601OWC1N       20220101000375100000005000 0100000030000419   
0601OWC1N       20220101000380100000005000 0100000030000429   
0601OWC1N       20220101000385100000005000 0100000030000441   
0601OWC1N       20220101000390100000005000 0100000030000451   
0601OWC1N       20220101000395100000005000 0100000030000460   
0601OWC1N       20220101000400100000005000 0100000030000470   
0601OWC1N       20220101000405100000005000 0100000030000479   
0601OWC1N       20220101000410100000005000 0100000030000487   
0601OWC1N       20220101000415100000005000 0100000030000496   
0601OWC1N       20220101000420100000005000 0100000030000504   
0601OWC1N       20220101000425100000005000 0100000030000512   
0601OWC1N       20220101000430100000005000 0100000030000523   
0601OWC1N       20220101000435100000005000 0100000030000535   
0601OWC1N       20220101000440100000005000 0100000030000545   
0601OWC1N       20220101000445100000005000 0100000030000556   
0601OWC1N       20220101000450100000005000 0100000030000566   
0601OWC1N       20220101000455100000005000 0100000030000577   
0601OWC1N       20220101000460100000005000 0100000030000588   
0601OWC1N       20220101000465100000005000 0100000030000599   
0601OWC1N       20220101000470100000005000 0100000030000610   
0601OWC1N       20220101000475100000005000 0100000030000620   
0601OWC1N       20220101000480100000005000 0100000030000630   
0601OWC1N       20220101000485100000005000 0100000030000642   
0601OWC1N       20220101000490100000005000 0100000030000650   
0601OWC1N       20220101000495100000005000 0100000030000661   
0601OWC1N       20220101000500100000005000 0100000030000671   
0601OWC1N       20220101000505100000005000 0100000030000680   
0601OWC1N       20220101000510100000005000 0100000030000689   
0601OWC1N       20220101000515100000005000 0100000030000698   
