00AI               20211129                                                                                   
0601AIA0Y       20220101001335100000005000 0000000000001556   
0601AIA0Y       20220101001340100000005000 0000000000001558   
0601AIA0Y       20220101001345100000005000 0000000000001561   
0601AIA0Y       20220101001350100000005000 0000000000001565   
0601AIA0Y       20220101001355100000005000 0000000000001567   
0601AIA0Y       20220101001360100000005000 0000000000001570   
0601AIA0Y       20220101001365100000005000 0000000000001574   
0601AIA0Y       20220101001370100000005000 0000000000001576   
0601AIA0Y       20220101001375100000005000 0000000000001579   
0601AIA0Y       20220101001380100000005000 0000000000001583   
0601AIA0Y       20220101001385100000005000 0000000000001586   
0601AIA0Y       20220101001390100000005000 0000000000001589   
0601AIA0Y       20220101001395100000005000 0000000000001594   
0601AIA0Y       20220101001400100000005000 0000000000001597   
0601AIA0Y       20220101001405100000005000 0000000000001600   
0601AIA0Y       20220101001410100000005000 0000000000001604   
0601AIA0Y       20220101001415100000005000 0000000000001607   
0601AIA0Y       20220101001420100000005000 0000000000001611   
0601AIA0Y       20220101001425100000005000 0000000000001613   
0601AIA0Y       20220101001430100000005000 0000000000001617   
0601AIA0Y       20220101001435100000005000 0000000000001621   
0601AIA0Y       20220101001440100000005000 0000000000001624   
0601AIA0Y       20220101001445100000005000 0000000000001627   
0601AIA0Y       20220101001450100000005000 0000000000001630   
0601AIA0Y       20220101001455100000005000 0000000000001632   
0601AIA0Y       20220101001460100000005000 0000000000001636   
0601AIA0Y       20220101001465100000005000 0000000000001639   
0601AIA0Y       20220101001470100000005000 0000000000001641   
0601AIA0Y       20220101001475100000005000 0000000000001644   
0601AIA0Y       20220101001480100000005000 0000000000001647   
0601AIA0Y       20220101001485100000005000 0000000000001650   
0601AIA0Y       20220101001490100000005000 0000000000001652   
0601AIA0Y       20220101001495100000005000 0000000000001655   
0601AIA0Y       20220101001500100000005000 0000000000001659   
0601AIA0Y       20220101001505100000005000 0000000000001662   
0601AIA0Y       20220101001510100000005000 0000000000001663   
0601AIA0Y       20220101001515100000005000 0000000000001667   
0601AIA0Y       20220101001520100000005000 0000000000001670   
0601AIA0Y       20220101001525100000005000 0000000000001671   
0601AIA0Y       20220101001530100000005000 0000000000001674   
0601AIA0Y       20220101001535100000005000 0000000000001677   
0601AIA0Y       20220101001540100000005000 0000000000001679   
0601AIA0Y       20220101001545100000005000 0000000000001682   
0601AIA0Y       20220101001550100000005000 0000000000001685   
0601AIA0Y       20220101001555100000005000 0000000000001687   
0601AIA0Y       20220101001560100000005000 0000000000001690   
0601AIA0Y       20220101001565100000005000 0000000000001693   
0601AIA0Y       20220101001570100000005000 0000000000001695   
0601AIA0Y       20220101001575100000005000 0000000000001697   
0601AIA0Y       20220101001580100000005000 0000000000001700   
0601AIA0Y       20220101001585100000005000 0000000000001703   
0601AIA0Y       20220101001590100000005000 0000000000001704   
0601AIA0Y       20220101001595100000005000 0000000000001707   
0601AIA0Y       20220101001600100000005000 0000000000001710   
0601AIA0Y       20220101001605100000005000 0000000000001713   
0601AIA0Y       20220101001610100000005000 0000000000001714   
0601AIA0Y       20220101001615100000005000 0000000000001717   
0601AIA0Y       20220101001620100000005000 0000000000001720   
0601AIA0Y       20220101001625100000005000 0000000000001722   
0601AIA0Y       20220101001630100000005000 0000000000001724   
0601AIA0Y       20220101001635100000005000 0000000000001726   
0601AIA0Y       20220101001640100000005000 0000000000001729   
0601AIA0Y       20220101001645100000005000 0000000000001731   
0601AIA0Y       20220101001650100000005000 0000000000001733   
0601AIA0Y       20220101001655100000005000 0000000000001736   
0601AIA0Y       20220101001660100000005000 0000000000001737   
0601AIA0Y       20220101001665100000005000 0000000000001740   
0601AIA0Y       20220101001670100000005000 0000000000001742   
0601AIA0Y       20220101001675100000005000 0000000000001744   
0601AIA0Y       20220101001680100000005000 0000000000001746   
0601AIA0Y       20220101001685100000005000 0000000000001749   
0601AIA0Y       20220101001690100000005000 0000000000001751   
0601AIA0Y       20220101001695100000005000 0000000000001753   
0601AIA0Y       20220101001700100000100000 0000000000001775   
0601AIA0Y       20220101001800100000100000 0000000000001822   
0601AIA0Y       20220101001900100000100000 0000000000001866   
0601AIA0Y       20220101002000100000100000 0000000000001904   
0601AIA0Y       20220101002100100000100000 0000000000001936   
0601AIA0Y       20220101002200100000100000 0000000000001965   
0601AIA0Y       20220101002300100000100000 0000000000001991   
0601AIA0Y       20220101002400100000100000 0000000000002016   
0601AIA0Y       20220101002500100000100000 0000000000002038   
0601AIA0Y       20220101002600100000100000 0000000000002059   
0601AIA0Y       20220101002700100000100000 0000000000002079   
0601AIA0Y       20220101002800100000100000 0000000000002097   
0601AIA0Y       20220101002900100000100000 0000000000002114   
0601AIA0Y       20220101003000100000100000 0000000000002129   
0601AIA0Y       20220101003100100000100000 0000000000002144   
0601AIA0Y       20220101003200100000100000 0000000000002158   
0601AIA0Y       20220101003300100000100000 0000000000002170   
0601AIA0Y       20220101003400100000100000 0000000000002183   
0601AIA0Y       20220101003500100000100000 0000000000002194   
0601AIA0Y       20220101003600100000100000 0000000000002205   
0601AIA0Y       20220101003700100000100000 0000000000002215   
0601AIA0Y       20220101003800100000100000 0000000000002225   
0601AIA0Y       20220101003900100000100000 0000000000002234   
0601AIA0Y       20220101004000100000100000 0000000000002243   
0601AIA0Y       20220101004100100000100000 0000000000002251   
0601AIA0Y       20220101004200100000100000 0000000000002259   
0601AIA0Y       20220101004300100000100000 0000000000002267   
0601AIA0Y       20220101004400100000100000 0000000000002274   
0601AIA0Y       20220101004500100000100000 0000000000002281   
0601AIA0Y       20220101004600100000100000 0000000000002288   
0601AIA0Y       20220101004700100000100000 0000000000002294   
0601AIA0Y       20220101004800100000100000 0000000000002300   
0601AIA0Y       20220101004900100000100000 0000000000002306   
0601AIA0Y       20220101005000100000100000 0000000000002312   
0601AIA0Y       20220101005100100000100000 0000000000002317   
0601AIA0Y       20220101005200100000100000 0000000000002322   
0601AIA0Y       20220101005300100000100000 0000000000002327   
0601AIA0Y       20220101005400100000100000 0000000000002332   
0601AIA0Y       20220101005500100000100000 0000000000002337   
0601AIA0Y       20220101005600100000100000 0000000000002341   
0601AIA0Y       20220101005700100000100000 0000000000002346   
0601AIA0Y       20220101005800100000100000 0000000000002350   
0601AIA0Y       20220101005900100000100000 0000000000002354   
0601AIA0Y       20220101006000100000100000 0000000000002358   
0601AIA0Y       20220101006100100000100000 0000000000002362   
0601AIA0Y       20220101006200100000100000 0000000000002365   
0601AIA0Y       20220101006300100000100000 0000000000002369   
0601AIA0Y       20220101006400100000100000 0000000000002372   
0601AIA0Y       20220101006500100000100000 0000000000002375   
0601AIA0Y       20220101006600100000100000 0000000000002379   
0601AIA0Y       20220101006700100000100000 0000000000002382   
0601AIA0Y       20220101006800100000100000 0000000000002385   
0601AIA0Y       20220101006900100000100000 0000000000002388   
0601AIA0Y       20220101007000100000100000 0000000000002391   
0601AIA0Y       20220101007100100000100000 0000000000002394   
0601AIA0Y       20220101007200100000100000 0000000000002395   
0601AIA0Y       20220101007300100000100000 0000000000002395   
0601AIA0Y       20220101007400100000100000 0000000000002396   
0601AIA0Y       20220101007500100000100000 0000000000002396   
0601AIA0Y       20220101007600100000100000 0000000000002397   
0601AIA0Y       20220101007700100000100000 0000000000002397   
0601AIA0Y       20220101007800100000100000 0000000000002398   
0601AIA0Y       20220101007900100000100000 0000000000002399   
0601AIA0Y       20220101008000100000100000 0000000000002399   
0601AIA0Y       20220101008100100000100000 0000000000002400   
0601AIA0Y       20220101008200100000100000 0000000000002400   
0601AIA0Y       20220101008300100000100000 0000000000002400   
0601AIA0Y       20220101008400100000100000 0000000000002401   
0601AIA0Y       20220101008500100000100000 0000000000002401   
0601AIA0Y       20220101008600100000100000 0000000000002402   
0601AIA0Y       20220101008700100000100000 0000000000002402   
0601AIA0Y       20220101008800100000100000 0000000000002403   
0601AIA0Y       20220101008900100000100000 0000000000002403   
0601AIA0Y       20220101009000100000100000 0000000000002403   
0601AIA0Y       20220101009100100000100000 0000000000002404   
0601AIA0Y       20220101009200100000100000 0000000000002404   
0601AIA0Y       20220101009300100000100000 0000000000002405   
0601AIA0Y       20220101009400100000100000 0000000000002405   
0601AIA0Y       20220101009500100000100000 0000000000002405   
0601AIA0Y       20220101009600100000100000 0000000000002406   
0601AIA0Y       20220101009700100000100000 0000000000002406   
0601AIA0Y       20220101009800100000100000 0000000000002406   
0601AIA0Y       20220101009900100000100000 0000000000002407   
0601AIA0Y       20220101010000100000100000 0000000000002407   
0601AIA0Y       20220101010100100000100000 0000000000002407   
0601AIA0Y       20220101010200100000100000 0000000000002408   
0601AIA0Y       20220101010300100000100000 0000000000002408   
0601AIA0Y       20220101010400100000100000 0000000000002408   
0601AIA0Y       20220101010500100000100000 0000000000002409   
0601AIA0Y       20220101010600100000100000 0000000000002409   
0601AIA0Y       20220101010700100000100000 0000000000002409   
0601AIA0Y       20220101010800100000100000 0000000000002409   
0601AIA0Y       20220101010900100000100000 0000000000002410   
0601AIA0Y       20220101011000100000100000 0000000000002410   
0601AIA0Y       20220101011100100000100000 0000000000002410   
0601AIA0Y       20220101011200100000100000 0000000000002410   
0601AIA0Y       20220101011300100000100000 0000000000002411   
0601AIA0Y       20220101011400100000100000 0000000000002411   
0601AIA0Y       20220101011500100000100000 0000000000002411   
0601AIA0Y       20220101011600100000100000 0000000000002411   
0601AIA0Y       20220101011700100000100000 0000000000002412   
0601AIA0Y       20220101011800100000100000 0000000000002412   
0601AIA0Y       20220101011900100000100000 0000000000002412   
0601AIA0Y       20220101012000100000100000 0000000000002412   
