00LU               20211201                                                                                   
0601LUB8N       20220101002745100000005000 0800000130001465   
0601LUB8N       20220101002750100000005000 0800000130001468   
0601LUB8N       20220101002755100000005000 0800000130001471   
0601LUB8N       20220101002760100000005000 0800000130001473   
0601LUB8N       20220101002765100000005000 0800000130001477   
0601LUB8N       20220101002770100000005000 0800000130001479   
0601LUB8N       20220101002775100000005000 0800000130001482   
0601LUB8N       20220101002780100000005000 0800000130001484   
0601LUB8N       20220101002785100000005000 0800000130001487   
0601LUB8N       20220101002790100000005000 0800000130001489   
0601LUB8N       20220101002795100000005000 0800000130001492   
0601LUB8N       20220101002800100000005000 0800000130001495   
0601LUB8N       20220101002805100000005000 0800000130001497   
0601LUB8N       20220101002810100000005000 0800000130001500   
0601LUB8N       20220101002815100000005000 0800000130001503   
0601LUB8N       20220101002820100000005000 0800000130001505   
0601LUB8N       20220101002825100000005000 0800000130001508   
0601LUB8N       20220101002830100000005000 0800000130001511   
0601LUB8N       20220101002835100000005000 0800000130001513   
0601LUB8N       20220101002840100000005000 0800000130001516   
0601LUB8N       20220101002845100000005000 0800000130001519   
0601LUB8N       20220101002850100000005000 0800000130001521   
0601LUB8N       20220101002855100000005000 0800000130001523   
0601LUB8N       20220101002860100000005000 0800000130001526   
0601LUB8N       20220101002865100000005000 0800000130001529   
0601LUB8N       20220101002870100000005000 0800000130001531   
0601LUB8N       20220101002875100000005000 0800000130001534   
0601LUB8N       20220101002880100000005000 0800000130001536   
0601LUB8N       20220101002885100000005000 0800000130001538   
0601LUB8N       20220101002890100000005000 0800000130001541   
0601LUB8N       20220101002895100000005000 0800000130001543   
0601LUB8N       20220101002900100000005000 0800000130001546   
0601LUB8N       20220101002905100000005000 0800000130001549   
0601LUB8N       20220101002910100000005000 0800000130001551   
0601LUB8N       20220101002915100000005000 0800000130001553   
0601LUB8N       20220101002920100000005000 0800000130001555   
0601LUB8N       20220101002925100000005000 0800000130001558   
0601LUB8N       20220101002930100000005000 0800000130001560   
0601LUB8N       20220101002935100000005000 0800000130001563   
0601LUB8N       20220101002940100000005000 0800000130001565   
0601LUB8N       20220101002945100000005000 0800000130001567   
0601LUB8N       20220101002950100000005000 0800000130001570   
0601LUB8N       20220101002955100000005000 0800000130001573   
0601LUB8N       20220101002960100000005000 0800000130001575   
0601LUB8N       20220101002965100000005000 0800000130001577   
0601LUB8N       20220101002970100000005000 0800000130001580   
0601LUB8N       20220101002975100000005000 0800000130001582   
0601LUB8N       20220101002980100000005000 0800000130001584   
0601LUB8N       20220101002985100000005000 0800000130001587   
0601LUB8N       20220101002990100000005000 0800000130001589   
0601LUB8N       20220101002995100000005000 0800000130001591   
0601LUB8N       20220101003000100000005000 0800000130001594   
0601LUB8N       20220101003005100000005000 0800000130001596   
0601LUB8N       20220101003010100000005000 0800000130001598   
0601LUB8N       20220101003015100000005000 0800000130001601   
0601LUB8N       20220101003020100000005000 0800000130001603   
0601LUB8N       20220101003025100000005000 0800000130001605   
0601LUB8N       20220101003030100000005000 0800000130001608   
0601LUB8N       20220101003035100000005000 0800000130001610   
0601LUB8N       20220101003040100000005000 0800000130001612   
0601LUB8N       20220101003045100000005000 0800000130001614   
0601LUB8N       20220101003050100000005000 0800000130001616   
0601LUB8N       20220101003055100000005000 0800000130001618   
0601LUB8N       20220101003060100000005000 0800000130001621   
0601LUB8N       20220101003065100000005000 0800000130001623   
0601LUB8N       20220101003070100000005000 0800000130001625   
0601LUB8N       20220101003075100000005000 0800000130001627   
0601LUB8N       20220101003080100000005000 0800000130001630   
0601LUB8N       20220101003085100000005000 0800000130001631   
0601LUB8N       20220101003090100000005000 0800000130001633   
0601LUB8N       20220101003095100000005000 0800000130001636   
0601LUB8N       20220101003100100000005000 0800000130001638   
0601LUB8N       20220101003105100000005000 0800000130001640   
0601LUB8N       20220101003110100000005000 0800000130001642   
0601LUB8N       20220101003115100000005000 0800000130001644   
0601LUB8N       20220101003120100000005000 0800000130001646   
0601LUB8N       20220101003125100000005000 0800000130001649   
0601LUB8N       20220101003130100000005000 0800000130001651   
0601LUB8N       20220101003135100000005000 0800000130001653   
0601LUB8N       20220101003140100000005000 0800000130001655   
0601LUB8N       20220101003145100000005000 0800000130001657   
0601LUB8N       20220101003150100000005000 0800000130001659   
0601LUB8N       20220101003155100000005000 0800000130001661   
0601LUB8N       20220101003160100000005000 0800000130001663   
0601LUB8N       20220101003165100000005000 0800000130001665   
0601LUB8N       20220101003170100000005000 0800000130001668   
0601LUB8N       20220101003175100000005000 0800000130001670   
0601LUB8N       20220101003180100000005000 0800000130001671   
0601LUB8N       20220101003185100000005000 0800000130001674   
0601LUB8N       20220101003190100000005000 0800000130001676   
0601LUB8N       20220101003195100000005000 0800000130001678   
0601LUB8N       20220101003200100000005000 0800000130001680   
0601LUB8N       20220101003205100000005000 0800000130001682   
0601LUB8N       20220101003210100000005000 0800000130001683   
0601LUB8N       20220101003215100000005000 0800000130001685   
0601LUB8N       20220101003220100000005000 0800000130001688   
0601LUB8N       20220101003225100000005000 0800000130001690   
0601LUB8N       20220101003230100000005000 0800000130001691   
0601LUB8N       20220101003235100000005000 0800000130001694   
0601LUB8N       20220101003240100000005000 0800000130001696   
0601LUB8N       20220101003245100000005000 0800000130001697   
0601LUB8N       20220101003250100000005000 0800000130001700   
0601LUB8N       20220101003255100000005000 0800000130001702   
0601LUB8N       20220101003260100000005000 0800000130001703   
0601LUB8N       20220101003265100000005000 0800000130001706   
0601LUB8N       20220101003270100000005000 0800000130001707   
0601LUB8N       20220101003275100000005000 0800000130001709   
0601LUB8N       20220101003280100000005000 0800000130001712   
0601LUB8N       20220101003285100000005000 0800000130001713   
0601LUB8N       20220101003290100000005000 0800000130001715   
0601LUB8N       20220101003295100000005000 0800000130001717   
0601LUB8N       20220101003300100000005000 0800000130001719   
0601LUB8N       20220101003305100000005000 0800000130001721   
0601LUB8N       20220101003310100000005000 0800000130001723   
0601LUB8N       20220101003315100000005000 0800000130001724   
0601LUB8N       20220101003320100000005000 0800000130001726   
0601LUB8N       20220101003325100000005000 0800000130001729   
0601LUB8N       20220101003330100000005000 0800000130001730   
0601LUB8N       20220101003335100000005000 0800000130001732   
0601LUB8N       20220101003340100000005000 0800000130001734   
0601LUB8N       20220101003345100000005000 0800000130001736   
0601LUB8N       20220101003350100000005000 0800000130001738   
0601LUB8N       20220101003355100000005000 0800000130001740   
0601LUB8N       20220101003360100000005000 0800000130001742   
0601LUB8N       20220101003365100000005000 0800000130001743   
0601LUB8N       20220101003370100000005000 0800000130001744   
0601LUB8N       20220101003375100000005000 0800000130001747   
0601LUB8N       20220101003380100000005000 0800000130001748   
0601LUB8N       20220101003385100000005000 0800000130001750   
0601LUB8N       20220101003390100000005000 0800000130001752   
0601LUB8N       20220101003395100000005000 0800000130001754   
0601LUB8N       20220101003400100000005000 0800000130001755   
0601LUB8N       20220101003405100000005000 0800000130001758   
0601LUB8N       20220101003410100000005000 0800000130001759   
0601LUB8N       20220101003415100000005000 0800000130001761   
0601LUB8N       20220101003420100000005000 0800000130001763   
0601LUB8N       20220101003425100000005000 0800000130001765   
0601LUB8N       20220101003430100000005000 0800000130001766   
0601LUB8N       20220101003435100000005000 0800000130001768   
0601LUB8N       20220101003440100000005000 0800000130001770   
0601LUB8N       20220101003445100000005000 0800000130001771   
0601LUB8N       20220101003450100000005000 0800000130001774   
0601LUB8N       20220101003455100000005000 0800000130001775   
0601LUB8N       20220101003460100000005000 0800000130001777   
0601LUB8N       20220101003465100000005000 0800000130001779   
0601LUB8N       20220101003470100000005000 0800000130001780   
0601LUB8N       20220101003475100000005000 0800000130001782   
0601LUB8N       20220101003480100000005000 0800000130001784   
0601LUB8N       20220101003485100000005000 0800000130001786   
0601LUB8N       20220101003490100000005000 0800000130001787   
0601LUB8N       20220101003495100000005000 0800000130001789   
0601LUB8N       20220101003500100000005000 0800000130001791   
0601LUB8N       20220101003505100000005000 0800000130001792   
0601LUB8N       20220101003510100000005000 0800000130001794   
0601LUB8N       20220101003515100000005000 0800000130001796   
0601LUB8N       20220101003520100000005000 0800000130001797   
0601LUB8N       20220101003525100000005000 0800000130001799   
0601LUB8N       20220101003530100000005000 0800000130001801   
0601LUB8N       20220101003535100000005000 0800000130001802   
0601LUB8N       20220101003540100000005000 0800000130001804   
0601LUB8N       20220101003545100000005000 0800000130001806   
0601LUB8N       20220101003550100000005000 0800000130001807   
0601LUB8N       20220101003555100000005000 0800000130001809   
0601LUB8N       20220101003560100000005000 0800000130001811   
0601LUB8N       20220101003565100000005000 0800000130001812   
0601LUB8N       20220101003570100000005000 0800000130001814   
0601LUB8N       20220101003575100000005000 0800000130001816   
