00BL               20211111                                                                                   
0601BLC5N       20220101000715100000005000 0500000000000341   
0601BLC5N       20220101000720100000005000 0500000000000352   
0601BLC5N       20220101000725100000005000 0500000000000360   
0601BLC5N       20220101000730100000005000 0500000000000369   
0601BLC5N       20220101000735100000005000 0500000000000378   
0601BLC5N       20220101000740100000005000 0500000000000387   
0601BLC5N       20220101000745100000005000 0500000000000395   
0601BLC5N       20220101000750100000005000 0500000000000404   
0601BLC5N       20220101000755100000005000 0500000000000412   
0601BLC5N       20220101000760100000005000 0500000000000420   
0601BLC5N       20220101000765100000005000 0500000000000429   
0601BLC5N       20220101000770100000005000 0500000000000436   
0601BLC5N       20220101000775100000005000 0500000000000445   
0601BLC5N       20220101000780100000005000 0500000000000454   
0601BLC5N       20220101000785100000005000 0500000000000461   
0601BLC5N       20220101000790100000005000 0500000000000469   
0601BLC5N       20220101000795100000005000 0500000000000476   
0601BLC5N       20220101000800100000005000 0500000000000485   
0601BLC5N       20220101000805100000005000 0500000000000493   
0601BLC5N       20220101000810100000005000 0500000000000500   
0601BLC5N       20220101000815100000005000 0500000000000508   
0601BLC5N       20220101000820100000005000 0500000000000516   
0601BLC5N       20220101000825100000005000 0500000000000524   
0601BLC5N       20220101000830100000005000 0500000000000533   
0601BLC5N       20220101000835100000005000 0500000000000542   
0601BLC5N       20220101000840100000005000 0500000000000551   
0601BLC5N       20220101000845100000005000 0500000000000560   
0601BLC5N       20220101000850100000005000 0500000000000569   
0601BLC5N       20220101000855100000005000 0500000000000577   
0601BLC5N       20220101000860100000005000 0500000000000586   
0601BLC5N       20220101000865100000005000 0500000000000594   
0601BLC5N       20220101000870100000005000 0500000000000603   
0601BLC5N       20220101000875100000005000 0500000000000611   
0601BLC5N       20220101000880100000005000 0500000000000619   
0601BLC5N       20220101000885100000005000 0500000000000626   
0601BLC5N       20220101000890100000005000 0500000000000635   
0601BLC5N       20220101000895100000005000 0500000000000643   
0601BLC5N       20220101000900100000005000 0500000000000652   
0601BLC5N       20220101000905100000005000 0500000000000659   
0601BLC5N       20220101000910100000005000 0500000000000666   
0601BLC5N       20220101000915100000005000 0500000000000675   
0601BLC5N       20220101000920100000005000 0500000000000682   
0601BLC5N       20220101000925100000005000 0500000000000690   
0601BLC5N       20220101000930100000005000 0500000000000697   
0601BLC5N       20220101000935100000005000 0500000000000705   
0601BLC5N       20220101000940100000005000 0500000000000712   
0601BLC5N       20220101000945100000005000 0500000000000720   
0601BLC5N       20220101000950100000005000 0500000000000728   
0601BLC5N       20220101000955100000005000 0500000000000735   
0601BLC5N       20220101000960100000005000 0500000000000743   
0601BLC5N       20220101000965100000005000 0500000000000750   
0601BLC5N       20220101000970100000005000 0500000000000758   
0601BLC5N       20220101000975100000005000 0500000000000765   
0601BLC5N       20220101000980100000005000 0500000000000773   
0601BLC5N       20220101000985100000005000 0500000000000780   
0601BLC5N       20220101000990100000005000 0500000000000787   
0601BLC5N       20220101000995100000005000 0500000000000794   
0601BLC5N       20220101001000100000005000 0500000000000801   
0601BLC5N       20220101001005100000005000 0500000000000808   
0601BLC5N       20220101001010100000005000 0500000000000815   
0601BLC5N       20220101001015100000005000 0500000000000822   
0601BLC5N       20220101001020100000005000 0500000000000829   
0601BLC5N       20220101001025100000005000 0500000000000836   
0601BLC5N       20220101001030100000005000 0500000000000843   
0601BLC5N       20220101001035100000005000 0500000000000849   
0601BLC5N       20220101001040100000005000 0500000000000857   
0601BLC5N       20220101001045100000005000 0500000000000863   
0601BLC5N       20220101001050100000005000 0500000000000869   
0601BLC5N       20220101001055100000005000 0500000000000877   
0601BLC5N       20220101001060100000005000 0500000000000883   
0601BLC5N       20220101001065100000005000 0500000000000890   
0601BLC5N       20220101001070100000005000 0500000000000896   
0601BLC5N       20220101001075100000005000 0500000000000903   
0601BLC5N       20220101001080100000005000 0500000000000909   
0601BLC5N       20220101001085100000005000 0500000000000916   
0601BLC5N       20220101001090100000005000 0500000000000923   
0601BLC5N       20220101001095100000005000 0500000000000928   
0601BLC5N       20220101001100100000005000 0500000000000935   
0601BLC5N       20220101001105100000005000 0500000000000942   
0601BLC5N       20220101001110100000005000 0500000000000948   
0601BLC5N       20220101001115100000005000 0500000000000955   
0601BLC5N       20220101001120100000005000 0500000000000961   
0601BLC5N       20220101001125100000005000 0500000000000968   
0601BLC5N       20220101001130100000005000 0500000000000974   
0601BLC5N       20220101001135100000005000 0500000000000980   
0601BLC5N       20220101001140100000005000 0500000000000986   
0601BLC5N       20220101001145100000005000 0500000000000993   
0601BLC5N       20220101001150100000005000 0500000000000999   
0601BLC5N       20220101001155100000005000 0500000000001005   
0601BLC5N       20220101001160100000005000 0500000000001011   
0601BLC5N       20220101001165100000005000 0500000000001018   
0601BLC5N       20220101001170100000005000 0500000000001023   
0601BLC5N       20220101001175100000005000 0500000000001029   
0601BLC5N       20220101001180100000005000 0500000000001035   
0601BLC5N       20220101001185100000005000 0500000000001041   
0601BLC5N       20220101001190100000005000 0500000000001047   
0601BLC5N       20220101001195100000005000 0500000000001053   
0601BLC5N       20220101001200100000005000 0500000000001059   
0601BLC5N       20220101001205100000005000 0500000000001065   
0601BLC5N       20220101001210100000005000 0500000000001071   
0601BLC5N       20220101001215100000005000 0500000000001078   
0601BLC5N       20220101001220100000005000 0500000000001084   
0601BLC5N       20220101001225100000005000 0500000000001089   
0601BLC5N       20220101001230100000005000 0500000000001095   
0601BLC5N       20220101001235100000005000 0500000000001101   
0601BLC5N       20220101001240100000005000 0500000000001107   
0601BLC5N       20220101001245100000005000 0500000000001113   
0601BLC5N       20220101001250100000005000 0500000000001119   
0601BLC5N       20220101001255100000005000 0500000000001125   
0601BLC5N       20220101001260100000005000 0500000000001131   
0601BLC5N       20220101001265100000005000 0500000000001137   
0601BLC5N       20220101001270100000005000 0500000000001143   
0601BLC5N       20220101001275100000005000 0500000000001148   
0601BLC5N       20220101001280100000005000 0500000000001155   
0601BLC5N       20220101001285100000005000 0500000000001160   
0601BLC5N       20220101001290100000005000 0500000000001166   
0601BLC5N       20220101001295100000005000 0500000000001172   
0601BLC5N       20220101001300100000005000 0500000000001179   
0601BLC5N       20220101001305100000005000 0500000000001184   
0601BLC5N       20220101001310100000005000 0500000000001190   
0601BLC5N       20220101001315100000005000 0500000000001195   
0601BLC5N       20220101001320100000005000 0500000000001202   
0601BLC5N       20220101001325100000005000 0500000000001208   
0601BLC5N       20220101001330100000005000 0500000000001213   
0601BLC5N       20220101001335100000005000 0500000000001219   
0601BLC5N       20220101001340100000005000 0500000000001224   
0601BLC5N       20220101001345100000005000 0500000000001230   
0601BLC5N       20220101001350100000005000 0500000000001235   
0601BLC5N       20220101001355100000005000 0500000000001241   
0601BLC5N       20220101001360100000005000 0500000000001247   
0601BLC5N       20220101001365100000005000 0500000000001253   
0601BLC5N       20220101001370100000005000 0500000000001258   
0601BLC5N       20220101001375100000005000 0500000000001265   
0601BLC5N       20220101001380100000005000 0500000000001270   
0601BLC5N       20220101001385100000005000 0500000000001276   
0601BLC5N       20220101001390100000005000 0500000000001281   
0601BLC5N       20220101001395100000005000 0500000000001287   
0601BLC5N       20220101001400100000005000 0500000000001292   
0601BLC5N       20220101001405100000005000 0500000000001298   
0601BLC5N       20220101001410100000005000 0500000000001303   
0601BLC5N       20220101001415100000005000 0500000000001309   
0601BLC5N       20220101001420100000005000 0500000000001315   
0601BLC5N       20220101001425100000005000 0500000000001321   
0601BLC5N       20220101001430100000005000 0500000000001326   
0601BLC5N       20220101001435100000005000 0500000000001332   
0601BLC5N       20220101001440100000005000 0500000000001338   
0601BLC5N       20220101001445100000005000 0500000000001344   
0601BLC5N       20220101001450100000005000 0500000000001349   
0601BLC5N       20220101001455100000005000 0500000000001355   
0601BLC5N       20220101001460100000005000 0500000000001361   
0601BLC5N       20220101001465100000005000 0500000000001367   
0601BLC5N       20220101001470100000005000 0500000000001372   
0601BLC5N       20220101001475100000005000 0500000000001379   
0601BLC5N       20220101001480100000005000 0500000000001384   
0601BLC5N       20220101001485100000005000 0500000000001391   
0601BLC5N       20220101001490100000005000 0500000000001397   
0601BLC5N       20220101001495100000005000 0500000000001402   
0601BLC5N       20220101001500100000005000 0500000000001409   
0601BLC5N       20220101001505100000005000 0500000000001414   
0601BLC5N       20220101001510100000005000 0500000000001420   
0601BLC5N       20220101001515100000005000 0500000000001427   
0601BLC5N       20220101001520100000005000 0500000000001433   
0601BLC5N       20220101001525100000005000 0500000000001438   
0601BLC5N       20220101001530100000005000 0500000000001444   
0601BLC5N       20220101001535100000005000 0500000000001450   
0601BLC5N       20220101001540100000005000 0500000000001455   
0601BLC5N       20220101001545100000005000 0500000000001462   
