00VD               20220112                                                                                   
0601VDC6N       20220101007650100000050000 0600000000003482   
0601VDC6N       20220101007700100000050000 0600000000003489   
0601VDC6N       20220101007750100000050000 0600000000003494   
0601VDC6N       20220101007800100000050000 0600000000003500   
0601VDC6N       20220101007850100000050000 0600000000003505   
0601VDC6N       20220101007900100000050000 0600000000003512   
0601VDC6N       20220101007950100000050000 0600000000003517   
0601VDC6N       20220101008000100000050000 0600000000003522   
0601VDC6N       20220101008050100000050000 0600000000003528   
0601VDC6N       20220101008100100000050000 0600000000003534   
0601VDC6N       20220101008150100000050000 0600000000003539   
0601VDC6N       20220101008200100000050000 0600000000003544   
0601VDC6N       20220101008250100000050000 0600000000003549   
0601VDC6N       20220101008300100000050000 0600000000003554   
0601VDC6N       20220101008350100000050000 0600000000003558   
0601VDC6N       20220101008400100000050000 0600000000003563   
0601VDC6N       20220101008450100000050000 0600000000003569   
0601VDC6N       20220101008500100000050000 0600000000003574   
0601VDC6N       20220101008550100000050000 0600000000003578   
0601VDC6N       20220101008600100000050000 0600000000003583   
0601VDC6N       20220101008650100000050000 0600000000003586   
0601VDC6N       20220101008700100000050000 0600000000003590   
0601VDC6N       20220101008750100000050000 0600000000003593   
0601VDC6N       20220101008800100000050000 0600000000003598   
0601VDC6N       20220101008850100000050000 0600000000003601   
0601VDC6N       20220101008900100000050000 0600000000003604   
0601VDC6N       20220101008950100000050000 0600000000003609   
0601VDC6N       20220101009000100000050000 0600000000003612   
0601VDC6N       20220101009050100000050000 0600000000003615   
0601VDC6N       20220101009100100000050000 0600000000003618   
0601VDC6N       20220101009150100000050000 0600000000003622   
0601VDC6N       20220101009200100000050000 0600000000003625   
0601VDC6N       20220101009250100000050000 0600000000003628   
0601VDC6N       20220101009300100000050000 0600000000003632   
0601VDC6N       20220101009350100000050000 0600000000003635   
0601VDC6N       20220101009400100000050000 0600000000003638   
0601VDC6N       20220101009450100000050000 0600000000003641   
0601VDC6N       20220101009500100000050000 0600000000003645   
0601VDC6N       20220101009550100000050000 0600000000003647   
0601VDC6N       20220101009600100000050000 0600000000003650   
0601VDC6N       20220101009650100000050000 0600000000003653   
0601VDC6N       20220101009700100000050000 0600000000003657   
0601VDC6N       20220101009750100000050000 0600000000003659   
0601VDC6N       20220101009800100000050000 0600000000003662   
0601VDC6N       20220101009850100000050000 0600000000003665   
0601VDC6N       20220101009900100000050000 0600000000003668   
0601VDC6N       20220101009950100000050000 0600000000003671   
0601VDC6N       20220101010000100040000000 0600000000003672   
0601VDC7N       20220101000000100000385000 0700000000000000   
0601VDC7N       20220101000385100000005000 0700000000000007   
0601VDC7N       20220101000390100000005000 0700000000000011   
0601VDC7N       20220101000395100000005000 0700000000000014   
0601VDC7N       20220101000400100000005000 0700000000000018   
0601VDC7N       20220101000405100000005000 0700000000000023   
0601VDC7N       20220101000410100000005000 0700000000000030   
0601VDC7N       20220101000415100000005000 0700000000000037   
0601VDC7N       20220101000420100000005000 0700000000000044   
0601VDC7N       20220101000425100000005000 0700000000000050   
0601VDC7N       20220101000430100000005000 0700000000000057   
0601VDC7N       20220101000435100000005000 0700000000000066   
0601VDC7N       20220101000440100000005000 0700000000000076   
0601VDC7N       20220101000445100000005000 0700000000000085   
0601VDC7N       20220101000450100000005000 0700000000000094   
0601VDC7N       20220101000455100000005000 0700000000000103   
0601VDC7N       20220101000460100000005000 0700000000000113   
0601VDC7N       20220101000465100000005000 0700000000000125   
0601VDC7N       20220101000470100000005000 0700000000000136   
0601VDC7N       20220101000475100000005000 0700000000000147   
0601VDC7N       20220101000480100000005000 0700000000000157   
0601VDC7N       20220101000485100000005000 0700000000000169   
0601VDC7N       20220101000490100000005000 0700000000000178   
0601VDC7N       20220101000495100000005000 0700000000000188   
0601VDC7N       20220101000500100000005000 0700000000000198   
0601VDC7N       20220101000505100000005000 0700000000000208   
0601VDC7N       20220101000510100000005000 0700000000000218   
0601VDC7N       20220101000515100000005000 0700000000000230   
0601VDC7N       20220101000520100000005000 0700000000000243   
0601VDC7N       20220101000525100000005000 0700000000000254   
0601VDC7N       20220101000530100000005000 0700000000000267   
0601VDC7N       20220101000535100000005000 0700000000000277   
0601VDC7N       20220101000540100000005000 0700000000000289   
0601VDC7N       20220101000545100000005000 0700000000000300   
0601VDC7N       20220101000550100000005000 0700000000000310   
0601VDC7N       20220101000555100000005000 0700000000000322   
0601VDC7N       20220101000560100000005000 0700000000000331   
0601VDC7N       20220101000565100000005000 0700000000000342   
0601VDC7N       20220101000570100000005000 0700000000000348   
0601VDC7N       20220101000575100000005000 0700000000000354   
0601VDC7N       20220101000580100000005000 0700000000000362   
0601VDC7N       20220101000585100000005000 0700000000000369   
0601VDC7N       20220101000590100000005000 0700000000000377   
0601VDC7N       20220101000595100000005000 0700000000000383   
0601VDC7N       20220101000600100000005000 0700000000000390   
0601VDC7N       20220101000605100000005000 0700000000000398   
0601VDC7N       20220101000610100000005000 0700000000000404   
0601VDC7N       20220101000615100000005000 0700000000000412   
0601VDC7N       20220101000620100000005000 0700000000000418   
0601VDC7N       20220101000625100000005000 0700000000000425   
0601VDC7N       20220101000630100000005000 0700000000000432   
0601VDC7N       20220101000635100000005000 0700000000000439   
0601VDC7N       20220101000640100000005000 0700000000000444   
0601VDC7N       20220101000645100000005000 0700000000000449   
0601VDC7N       20220101000650100000005000 0700000000000458   
0601VDC7N       20220101000655100000005000 0700000000000463   
0601VDC7N       20220101000660100000005000 0700000000000471   
0601VDC7N       20220101000665100000005000 0700000000000476   
0601VDC7N       20220101000670100000005000 0700000000000482   
0601VDC7N       20220101000675100000005000 0700000000000487   
0601VDC7N       20220101000680100000005000 0700000000000494   
0601VDC7N       20220101000685100000005000 0700000000000502   
0601VDC7N       20220101000690100000005000 0700000000000508   
0601VDC7N       20220101000695100000005000 0700000000000516   
0601VDC7N       20220101000700100000005000 0700000000000522   
0601VDC7N       20220101000705100000005000 0700000000000527   
0601VDC7N       20220101000710100000005000 0700000000000536   
0601VDC7N       20220101000715100000005000 0700000000000542   
0601VDC7N       20220101000720100000005000 0700000000000549   
0601VDC7N       20220101000725100000005000 0700000000000554   
0601VDC7N       20220101000730100000005000 0700000000000563   
0601VDC7N       20220101000735100000005000 0700000000000568   
0601VDC7N       20220101000740100000005000 0700000000000575   
0601VDC7N       20220101000745100000005000 0700000000000581   
0601VDC7N       20220101000750100000005000 0700000000000586   
0601VDC7N       20220101000755100000005000 0700000000000593   
0601VDC7N       20220101000760100000005000 0700000000000599   
0601VDC7N       20220101000765100000005000 0700000000000606   
0601VDC7N       20220101000770100000005000 0700000000000610   
0601VDC7N       20220101000775100000005000 0700000000000618   
0601VDC7N       20220101000780100000005000 0700000000000623   
0601VDC7N       20220101000785100000005000 0700000000000627   
0601VDC7N       20220101000790100000005000 0700000000000634   
0601VDC7N       20220101000795100000005000 0700000000000639   
0601VDC7N       20220101000800100000005000 0700000000000646   
0601VDC7N       20220101000805100000005000 0700000000000650   
0601VDC7N       20220101000810100000005000 0700000000000654   
0601VDC7N       20220101000815100000005000 0700000000000661   
0601VDC7N       20220101000820100000005000 0700000000000666   
0601VDC7N       20220101000825100000005000 0700000000000673   
0601VDC7N       20220101000830100000005000 0700000000000677   
0601VDC7N       20220101000835100000005000 0700000000000683   
0601VDC7N       20220101000840100000005000 0700000000000687   
0601VDC7N       20220101000845100000005000 0700000000000694   
0601VDC7N       20220101000850100000005000 0700000000000698   
0601VDC7N       20220101000855100000005000 0700000000000702   
0601VDC7N       20220101000860100000005000 0700000000000708   
0601VDC7N       20220101000865100000005000 0700000000000712   
0601VDC7N       20220101000870100000005000 0700000000000719   
0601VDC7N       20220101000875100000005000 0700000000000722   
0601VDC7N       20220101000880100000005000 0700000000000729   
0601VDC7N       20220101000885100000005000 0700000000000733   
0601VDC7N       20220101000890100000005000 0700000000000738   
0601VDC7N       20220101000895100000005000 0700000000000742   
0601VDC7N       20220101000900100000005000 0700000000000748   
0601VDC7N       20220101000905100000005000 0700000000000751   
0601VDC7N       20220101000910100000005000 0700000000000756   
0601VDC7N       20220101000915100000005000 0700000000000761   
0601VDC7N       20220101000920100000005000 0700000000000765   
0601VDC7N       20220101000925100000005000 0700000000000770   
0601VDC7N       20220101000930100000005000 0700000000000775   
0601VDC7N       20220101000935100000005000 0700000000000779   
0601VDC7N       20220101000940100000005000 0700000000000784   
0601VDC7N       20220101000945100000005000 0700000000000789   
0601VDC7N       20220101000950100000005000 0700000000000792   
0601VDC7N       20220101000955100000005000 0700000000000798   
0601VDC7N       20220101000960100000005000 0700000000000802   
0601VDC7N       20220101000965100000005000 0700000000000809   
0601VDC7N       20220101000970100000005000 0700000000000813   
